Timestamp,Object,Confidence
2026-01-02 13:41:34,cup,0.9304165244102478
2026-01-02 13:41:34,laptop,0.8430581092834473
2026-01-02 13:41:34,cup,0.7967813014984131
2026-01-02 13:41:34,laptop,0.7508578300476074
2026-01-02 13:41:34,keyboard,0.5361257791519165
2026-01-02 13:41:34,cup,0.9314444661140442
2026-01-02 13:41:34,laptop,0.8300941586494446
2026-01-02 13:41:34,cup,0.8131288290023804
2026-01-02 13:41:34,laptop,0.7628408670425415
2026-01-02 13:41:34,keyboard,0.5000548362731934
2026-01-02 13:41:34,cup,0.9283785820007324
2026-01-02 13:41:34,cup,0.810370147228241
2026-01-02 13:41:34,laptop,0.8096826076507568
2026-01-02 13:41:34,laptop,0.7312463521957397
2026-01-02 13:41:34,keyboard,0.5037940740585327
2026-01-02 13:41:34,cup,0.9263811707496643
2026-01-02 13:41:34,cup,0.8103261590003967
2026-01-02 13:41:34,laptop,0.7633798718452454
2026-01-02 13:41:34,laptop,0.7159866690635681
2026-01-02 13:41:35,cup,0.922886848449707
2026-01-02 13:41:35,cup,0.8079497814178467
2026-01-02 13:41:35,laptop,0.7704124450683594
2026-01-02 13:41:35,laptop,0.7486162185668945
2026-01-02 13:41:35,cup,0.9194846153259277
2026-01-02 13:41:35,cup,0.797150731086731
2026-01-02 13:41:35,laptop,0.7840409874916077
2026-01-02 13:41:35,laptop,0.7339006066322327
2026-01-02 13:41:35,cup,0.9124889969825745
2026-01-02 13:41:35,laptop,0.804078221321106
2026-01-02 13:41:35,cup,0.7820140719413757
2026-01-02 13:41:35,laptop,0.6508058905601501
2026-01-02 13:41:35,cup,0.9212377667427063
2026-01-02 13:41:35,cup,0.7930114269256592
2026-01-02 13:41:35,laptop,0.7827098965644836
2026-01-02 13:41:35,laptop,0.6133317351341248
2026-01-02 13:41:35,cup,0.9302181005477905
2026-01-02 13:41:35,laptop,0.7481882572174072
2026-01-02 13:41:35,cup,0.723793625831604
2026-01-02 13:41:35,laptop,0.7221637964248657
2026-01-02 13:41:35,cup,0.9286389946937561
2026-01-02 13:41:35,laptop,0.7524275183677673
2026-01-02 13:41:35,cup,0.7272047400474548
2026-01-02 13:41:35,laptop,0.7043936252593994
2026-01-02 13:41:35,cup,0.9275218844413757
2026-01-02 13:41:35,laptop,0.7684506177902222
2026-01-02 13:41:35,cup,0.7431831955909729
2026-01-02 13:41:35,laptop,0.6664435863494873
2026-01-02 13:41:35,cup,0.9302213788032532
2026-01-02 13:41:35,laptop,0.76441490650177
2026-01-02 13:41:35,cup,0.715861976146698
2026-01-02 13:41:35,laptop,0.5757894515991211
2026-01-02 13:41:35,cup,0.9270592331886292
2026-01-02 13:41:35,laptop,0.7252156734466553
2026-01-02 13:41:35,laptop,0.6950563788414001
2026-01-02 13:41:35,cup,0.6892630457878113
2026-01-02 13:41:35,cup,0.9249985218048096
2026-01-02 13:41:35,laptop,0.7488474249839783
2026-01-02 13:41:35,laptop,0.7270130515098572
2026-01-02 13:41:35,cup,0.7105016112327576
2026-01-02 13:41:35,cup,0.9250956773757935
2026-01-02 13:41:35,laptop,0.7606574296951294
2026-01-02 13:41:35,cup,0.7272681593894958
2026-01-02 13:41:35,laptop,0.6892303824424744
2026-01-02 13:41:35,cup,0.9264142513275146
2026-01-02 13:41:35,laptop,0.7720897197723389
2026-01-02 13:41:35,cup,0.7286596894264221
2026-01-02 13:41:35,laptop,0.6867716908454895
2026-01-02 13:41:35,cup,0.9263747334480286
2026-01-02 13:41:35,laptop,0.7938243746757507
2026-01-02 13:41:35,cup,0.6830304265022278
2026-01-02 13:41:35,laptop,0.5578967928886414
2026-01-02 13:41:35,cup,0.926156222820282
2026-01-02 13:41:35,laptop,0.7902371287345886
2026-01-02 13:41:35,cup,0.6852285265922546
2026-01-02 13:41:35,laptop,0.5476424694061279
2026-01-02 13:41:36,cup,0.924409806728363
2026-01-02 13:41:36,laptop,0.8305028676986694
2026-01-02 13:41:36,cup,0.7142442464828491
2026-01-02 13:41:36,laptop,0.6022699475288391
2026-01-02 13:41:36,cup,0.9277691841125488
2026-01-02 13:41:36,laptop,0.8054771423339844
2026-01-02 13:41:36,cup,0.6914424300193787
2026-01-02 13:41:36,laptop,0.6408937573432922
2026-01-02 13:41:36,cup,0.9290581345558167
2026-01-02 13:41:36,laptop,0.7940019369125366
2026-01-02 13:41:36,cup,0.7159944176673889
2026-01-02 13:41:36,laptop,0.6261081695556641
2026-01-02 13:41:36,cup,0.9250628352165222
2026-01-02 13:41:36,laptop,0.8382904529571533
2026-01-02 13:41:36,cup,0.6903291344642639
2026-01-02 13:41:36,laptop,0.6653790473937988
2026-01-02 13:41:36,cup,0.9201158285140991
2026-01-02 13:41:36,laptop,0.8440042734146118
2026-01-02 13:41:36,cup,0.6738105416297913
2026-01-02 13:41:36,laptop,0.6491831541061401
2026-01-02 13:41:36,cup,0.908451497554779
2026-01-02 13:41:36,laptop,0.8541409969329834
2026-01-02 13:41:36,laptop,0.742148220539093
2026-01-02 13:41:36,cup,0.6613748669624329
2026-01-02 13:41:36,person,0.5652409195899963
2026-01-02 13:41:36,cup,0.9016328454017639
2026-01-02 13:41:36,laptop,0.8524242639541626
2026-01-02 13:41:36,laptop,0.7619025707244873
2026-01-02 13:41:36,cup,0.6852062344551086
2026-01-02 13:41:36,person,0.5598822832107544
2026-01-02 13:41:36,cup,0.9029778838157654
2026-01-02 13:41:36,laptop,0.8514361381530762
2026-01-02 13:41:36,laptop,0.8029680252075195
2026-01-02 13:41:36,person,0.683292031288147
2026-01-02 13:41:36,cup,0.6193822026252747
2026-01-02 13:41:36,cup,0.9045209288597107
2026-01-02 13:41:36,laptop,0.8761771321296692
2026-01-02 13:41:36,laptop,0.7439053058624268
2026-01-02 13:41:36,cup,0.6331927180290222
2026-01-02 13:41:36,person,0.5922801494598389
2026-01-02 13:41:36,cup,0.9101753830909729
2026-01-02 13:41:36,laptop,0.8534864187240601
2026-01-02 13:41:36,laptop,0.7614213824272156
2026-01-02 13:41:36,cup,0.5560360550880432
2026-01-02 13:41:36,cup,0.9102049469947815
2026-01-02 13:41:36,laptop,0.8569818139076233
2026-01-02 13:41:36,laptop,0.7918485999107361
2026-01-02 13:41:36,cup,0.562981903553009
2026-01-02 13:41:36,cup,0.9137699604034424
2026-01-02 13:41:36,laptop,0.8524714708328247
2026-01-02 13:41:36,laptop,0.7111164927482605
2026-01-02 13:41:36,keyboard,0.6586267352104187
2026-01-02 13:41:36,cup,0.5567126274108887
2026-01-02 13:41:36,cup,0.9141359329223633
2026-01-02 13:41:36,laptop,0.836722195148468
2026-01-02 13:41:36,keyboard,0.6863182187080383
2026-01-02 13:41:36,laptop,0.6206549406051636
2026-01-02 13:41:36,cup,0.5821791291236877
2026-01-02 13:41:36,cup,0.9191004037857056
2026-01-02 13:41:36,laptop,0.8324445486068726
2026-01-02 13:41:36,keyboard,0.6403613090515137
2026-01-02 13:41:36,laptop,0.617759108543396
2026-01-02 13:41:36,cup,0.5927155613899231
2026-01-02 13:41:37,cup,0.9231460690498352
2026-01-02 13:41:37,laptop,0.8511872291564941
2026-01-02 13:41:37,laptop,0.7199186086654663
2026-01-02 13:41:37,cup,0.6793110966682434
2026-01-02 13:41:37,keyboard,0.5764166712760925
2026-01-02 13:41:37,cup,0.9256059527397156
2026-01-02 13:41:37,laptop,0.8480237126350403
2026-01-02 13:41:37,laptop,0.7778523564338684
2026-01-02 13:41:37,keyboard,0.6116868853569031
2026-01-02 13:41:37,cup,0.5564919114112854
